category,title,section,content,step_order,image_files
sop,New Bee 1st day Check List,,"Complete the TimeTEC clock-in end result. If it fails, refer to Wifi Clocking fail.",7,sop_images/new_bee_1st_day_check_list/step4_4.jpg
sop,New Bee 1st day Check List,,"Study cashier skills: How to use Credit Card Machine, Cashier SOP, and Cashier Payment & Product Verification SOP.",8,
sop,New Bee 1st day Check List,,Take a photo with uniform.,9,sop_images/new_bee_1st_day_check_list/step6_1.jpg
sop,New Bee 1st day Check List,,"Send your intro message to the Main Chat Group (JH14 - Kuching AJSB). Include your name, favourite honey so far, what you want to level up in, and an optional fun fact.",10,
sop,New Bee 1st day Check List,,Get to know your Bee Buddy.,11,
sop,New Bee 1st day Check List,,"Take a selfie with your Bee Buddy and Bee Leader if they are on the same shift, then send it to the Main Chat Group.",12,sop_images/new_bee_1st_day_check_list/step7_1.jpg
sop,New Bee 1st day Check List,,"For technical questions, follow this answer sequence: Wiki, Bee Leader and Backend Team Lead, Bee Buddy, Eno (Manager), then other colleagues.",13,
sop,New Bee 1st day Check List,,Learn how to check and see your shift.,14,
sop,New Bee 1st day Check List,,Learn another 3 Honey knowledge items from the company web page and send the names of the 3 Honey you will start to learn to Eno Wong.,15,
sop,New Bee 1st day Check List,,Learn how to stack HDPC in a proper way.,16,
sop,New Bee 1st day Check List,,Check the Super Duper Important Notes.,17,sop_images/new_bee_1st_day_check_list/step10_1.jpg
sop,New Bee 1st day Check List,,"On your 3rd day, continue with New Bee 3rd day Check List.",18,
sop,Wanna-Bee onboarding Check list,Reminder,Follow the onboarding sequence and do not skip the order of the checklist.,1,sop_images/wanna_bee_onboarding_check_list/step1_1.jpg
sop,Wanna-Bee onboarding Check list,Download and install,Download and install JHKC Doraemon Pocket.,2,
sop,Wanna-Bee onboarding Check list,Download and install,"Add JHKC Doraemon Pocket to Home Screen and check the end result. If the result is different, delete it and follow How to Install JHKC Doraemon Pocket.",3,sop_images/wanna_bee_onboarding_check_list/step3_1.jpg
sop,Wanna-Bee onboarding Check list,Download and install,Send “1/4 JHKC Wiki Installation completed” to the person who is taking care of your onboarding.,4,
sop,Wanna-Bee onboarding Check list,Join Google Group,Join the JHKC Crew Google Group.,5,sop_images/wanna_bee_onboarding_check_list/step5_1.jpg|sop_images/wanna_bee_onboarding_check_list/step5_2.jpg
sop,Wanna-Bee onboarding Check list,Join Google Group,Send message to Eno: “2/4 Request for Google group join approval”.,6,
sop,Wanna-Bee onboarding Check list,Join Whatsapp group,Join the JH 14 - Kuching AJSB WhatsApp group and the JHkch Schedule WhatsApp group. Update your availability working day and time.,7,
sop,Wanna-Bee onboarding Check list,Ground rules,Read the company ground rules document.,8,
sop,Wanna-Bee onboarding Check list,Setup Shopify account,Send “3/4 My Shopify Login Number - XXXX” to Eno.,9,
sop,Wanna-Bee onboarding Check list,Setup Shopify account,"XXXX is the 4 digit number you want for your Shopify account login. If your choice may already be taken, provide a second option.",10,
sop,Wanna-Bee onboarding Check list,Payment info,"Send your payment info to Eno Wong: IC Name, IC number, Bank, and Bank account number.",11,
sop,Wanna-Bee onboarding Check list,Visit Jungle House Kuching Wiki,"Train to use the search function: click the upper right 3 line menu, click Search, then key in the keyword. If you cannot get the answer, send the question to Eno Wong through WhatsApp.",12,sop_images/wanna_bee_onboarding_check_list/step12_1.jpg|sop_images/wanna_bee_onboarding_check_list/step12_2.jpg|sop_images/wanna_bee_onboarding_check_list/step12_3.jpg
sop,Wanna-Bee onboarding Check list,Visit Jungle House Kuching Wiki,Search and study Dress Code. Take good care of the uniform that is entrusted to you. Refer to Missing Uniform if needed.,13,
sop,Wanna-Bee onboarding Check list,Visit Jungle House Kuching Wiki,Send “4/4 Dress Code study completed” to the person who is taking care of your onboarding.,14,
sop,Wanna-Bee onboarding Check list,Visit Jungle House Kuching Wiki,"Study cashier topics: How to use Credit Card Machine, Cashier SOP, and Cashier Payment & Product Verification SOP.",15,
sop,Wanna-Bee onboarding Check list,Visit Jungle House Kuching Wiki,Study Opening and Closing Checklist: JHKC Kiosk Opening and Kiosk Closing Check List.,16,
sop,Wanna-Bee onboarding Check list,Add Team Leader contact,Add Bee Leader Contact and Backend Team Lead Contact.,17,
sop,Wanna-Bee onboarding Check list,Availability,Update your availability working day and time by following Crew Availability Guide: How to Declare Your Working Days.,18,
sop,Wanna-Bee onboarding Check list,Availability,Do not request access permission first. You can only access the document once Eno confirms your Google Group join request has been approved.,19,
sop,Wanna-Bee onboarding Check list,Availability,"After updating, inform Bee Leader using: “Hi Bee Leader, I’m XXXX, I have updated my availability from dd/mm/yyyy - dd/mm/yyyy”.",20,
sop,Wanna-Bee onboarding Check list,Uniform,"Contact Backend Team Lead and check on your uniform. Sample message: Hi Backend Team Lead, I'm XXX, may I know I'll be using which uniform?",21,
sop,Wanna-Bee onboarding Check list,Portrait,Send one of your ultra handsome or super pretty portraits to Eno for your crew intro in the team chat.,22,
sop,Wanna-Bee onboarding Check list,Announcement,Wait for the announcement of your arrival to the team and your Bee Buddy. Remind Eno if you do not get the announcement in the chat group 12 hours before your shift.,23,
sop,Wanna-Bee onboarding Check list,Before first day,Study the document before your 1st day: Wanna Bee Day 1.,24,
